date,world_name,ranking,character_name,character_level,character_exp,class_name,sub_class_name,character_popularity,character_guildname
2023-12-22,엘리시움,339,화단백,289,63900492348859,카인,,3069,
2023-12-22,스카니아,340,오두현,289,62841295686560,레지스탕스,데몬어벤져,568,사랑
2023-12-22,루나,341,Wisp,289,62651125036972,마법사,"아크메이지(불,독)",2865,첫달
2023-12-22,루나,342,DaisyScarlet,289,62273793736197,초월자,제로,26851,스타
2023-12-22,유니온,343,내가준느,289,61924569599637,엔젤릭버스터,,5684,고준서
2023-12-22,베라,344,영택이형,289,61409060603972,기사단,윈드브레이커,1441,센치
2023-12-22,스카니아,345,부장,289,61188568427159,아델,,11145,리더
2023-12-22,크로아,346,불맛,289,60427332380794,마법사,"아크메이지(불,독)",953,애플
2023-12-22,베라,347,리토잉,289,59785008880882,에반,,5832,Excellent
2023-12-22,오로라,348,딘뽀,289,59331766406230,기사단,윈드브레이커,6562,이별
2023-12-22,엘리시움,349,치현,289,59233968061315,전사,히어로,13581,
2023-12-22,엘리시움,350,에슨,289,59003619604217,기사단,나이트워커,1822,
2023-12-22,제니스,351,천재,289,58986222337011,레지스탕스,데몬슬레이어,7295,정통
2023-12-22,엘리시움,352,익살,289,57942540209013,아크,,820,
2023-12-22,유니온,353,어린공주,289,57918653295911,마법사,"아크메이지(불,독)",2432,ZEST
2023-12-22,크로아,354,유꽁,289,57470372980414,메르세데스,,5839,허니
2023-12-22,엘리시움,355,헨큭,289,57197307166907,아델,,327,
2023-12-22,루나,356,경기제논,289,56684672579185,레지스탕스,제논,15481,트리플크라운_E
2023-12-22,유니온,357,화리,289,56285704325743,라라,,766,Bless
2023-12-22,엘리시움,358,러브샷,289,55930198232738,궁수,패스파인더,1694,
2023-12-22,엘리시움,359,진로,289,55597288962327,기사단,윈드브레이커,1673,
2023-12-22,루나,360,Jess,289,55122262692772,마법사,비숍,2561,지존
2023-12-22,스카니아,361,카라멜,289,55065921909419,기사단,플레임위자드,982,사랑
2023-12-22,엘리시움,362,소설랑,289,54538120210962,초월자,제로,5543,
2023-12-22,루나,363,정운,289,53852014031178,궁수,패스파인더,443,욘석들
2023-12-22,엘리시움,364,꼬마아이,289,53626108826005,에반,,8471,
2023-12-22,스카니아,365,백층,289,53592354540116,에반,,66,리드
2023-12-22,스카니아,366,쏘쿨,289,52864303503205,팬텀,,7293,사이
2023-12-22,오로라,367,딱조,289,52563866782473,마법사,"아크메이지(불,독)",263,빈둥
2023-12-22,엘리시움,368,소인,289,52446457594477,엔젤릭버스터,,707,
2023-12-22,루나,369,심겜,289,52053441146935,프렌즈 월드,키네시스,99999,루나
2023-12-22,루나,370,허영주,289,52040573552864,기사단,소울마스터,4163,BlacknWhite
2023-12-22,레드,371,점쑨,289,50486230205901,레지스탕스,제논,2582,새빛
2023-12-22,크로아,372,마인,289,49604771142250,레지스탕스,데몬슬레이어,1735,지존
2023-12-22,크로아,373,거주,289,47312159344266,은월,,239,띠드버거
2023-12-22,크로아,374,서브,289,46373192504891,도적,나이트로드,53714,허니
2023-12-22,루나,375,럭스,289,45903935367319,해적,캡틴,2700,Cross
2023-12-22,크로아,376,해린,289,44655698801667,마법사,"아크메이지(불,독)",21523,지존
2023-12-22,크로아,377,귀티,289,44372198873065,도적,듀얼블레이더,39557,Case
2023-12-22,엘리시움,378,서쑤호,289,44279446934681,도적,섀도어,1912,
2023-12-22,제니스,379,기요오,289,43204816735398,카데나,,1770,달치즈
2023-12-22,스카니아,380,피닉스,289,42997138048896,기사단,플레임위자드,257,
2023-12-22,엘리시움,381,바붕,289,42317568384332,마법사,비숍,300,
2023-12-22,베라,382,침착,289,41850508449130,도적,듀얼블레이더,3175,반달
2023-12-22,엘리시움,383,펏피,289,41672848898464,도적,나이트로드,324,
2023-12-22,스카니아,384,탕빠,289,41616856696098,카이저,,505,사랑
2023-12-22,루나,385,먹밍,289,41599717577877,아델,,306,Round
2023-12-22,베라,386,Karong,289,41505827160668,은월,,488,한글날
2023-12-22,크로아,387,양주,289,40528612577497,에반,,673,동화
2023-12-22,제니스,388,호중,289,38899549438996,레지스탕스,배틀메이지,465,앙마
2023-12-22,스카니아,389,강원,289,38191506804849,아란,,1655,리더
2023-12-22,스카니아,390,소방청장,289,37436921810208,마법사,비숍,4147,오순
2023-12-22,유니온,391,시로네카인,289,37146284966575,카인,,1246,Lunes
2023-12-22,엘리시움,392,원망,289,36856541330220,도적,나이트로드,993,
2023-12-22,루나,393,BrutalThief,289,36734280182628,도적,섀도어,817,브루탈
2023-12-22,루나,394,미숟,289,35812146264361,마법사,"아크메이지(불,독)",3313,짱절미
2023-12-22,루나,395,민섭,289,35660004701519,레지스탕스,배틀메이지,420,지존
2023-12-22,베라,396,돌격기,289,34229884749353,해적,캐논마스터,391,순애
2023-12-22,루나,397,Center,289,33112880796522,기사단,소울마스터,4934,SiniSter
2023-12-22,스카니아,398,드랭,289,32527131883836,도적,듀얼블레이더,206,가시
2023-12-22,스카니아,399,태자,289,32233543604106,도적,섀도어,1161,헤로인
2023-12-22,아케인,400,대박아란,289,32133273936570,아란,,2715,독종
2023-12-22,크로아,401,힝반냥,289,32116071699654,카데나,,541,지존
2023-12-22,스카니아,402,스포츠,289,31942721795169,전사,다크나이트,72,라임
2023-12-22,루나,403,강돌,289,31457913650272,도적,섀도어,333,지존
2023-12-22,스카니아,404,딜동차,289,31290550819512,도적,나이트로드,1319,로메
2023-12-22,유니온,405,Ensillia,289,30827091218487,레지스탕스,메카닉,4738,Bless
2023-12-22,크로아,406,디얀,289,30487190459003,마법사,비숍,7704,
2023-12-22,오로라,407,용구,289,30126524357486,기사단,스트라이커,1942,주주
2023-12-22,루나,408,재소이,289,29950665950201,마법사,"아크메이지(불,독)",78643,욘석둘
2023-12-22,스카니아,409,정식,289,29895403646329,아델,,1530,큐티
2023-12-22,엘리시움,410,중뒹,289,29458450516981,마법사,비숍,527,
2023-12-22,크로아,411,알콜중독,289,29393472126878,프렌즈 월드,키네시스,6009,쥬륵
2023-12-22,크로아,412,노래,289,28657669056449,도적,듀얼블레이더,67,Baby
2023-12-22,스카니아,413,학폭,289,28587181138863,팬텀,,4508,사랑
2023-12-22,베라,414,단풍배트,289,28573377644480,기사단,나이트워커,480,반달
2023-12-22,루나,415,세리한나,289,28408302837539,마법사,"아크메이지(썬,콜)",688,백월
2023-12-22,베라,416,임다,289,27990874802448,레지스탕스,블래스터,1471,떨림
2023-12-22,스카니아,417,짠켜,289,27986582546688,마법사,비숍,2479,하늘꽃
2023-12-22,루나,418,전섭졸귀,289,27602420759336,도적,나이트로드,1140,별빛
2023-12-22,스카니아,419,이달영,289,26259741945875,기사단,미하일,5521,숌숌
2023-12-22,제니스,420,겨누인,289,25520607372264,초월자,제로,4361,모아즈
2023-12-22,크로아,421,고서,289,25417611746705,마법사,"아크메이지(썬,콜)",186,상큼
2023-12-22,베라,422,나이트로드,289,24305960073345,도적,나이트로드,787,반달
2023-12-22,베라,423,냉은,289,24173194736342,은월,,1186,반달
2023-12-22,스카니아,424,게다츠,289,22631274720494,기사단,플레임위자드,1266,초코링
2023-12-22,스카니아,425,비카님,289,21574031150312,아델,,1729,사랑
2023-12-22,엘리시움,426,새츠,289,21174291040729,도적,듀얼블레이더,3039,
2023-12-22,크로아,427,삐얏,289,20946784225041,레지스탕스,배틀메이지,952,지존
2023-12-22,스카니아,428,섈업,289,20621268816553,도적,섀도어,5426,무무
2023-12-22,크로아,429,서경이,289,19400471120032,마법사,"아크메이지(불,독)",1299,사해
2023-12-22,크로아,430,수호견,289,18774613363446,레지스탕스,블래스터,269,마린
2023-12-22,엘리시움,431,Flit,289,18080223125285,도적,섀도어,4247,
2023-12-22,루나,432,초귀,289,17872062500817,아란,,6349,소원
2023-12-22,루나,433,방과후옥상,289,17698073054530,아델,,90,대견
2023-12-22,크로아,434,사형선고end,289,17035585734955,마법사,비숍,500,소담
2023-12-22,엘리시움,435,천상천하주먹,289,16980263716862,해적,바이퍼,60,
2023-12-22,유니온,436,쁨루트,289,16751037835227,메르세데스,,166,Lunes
2023-12-22,루나,437,영원,289,15326361243987,마법사,비숍,901,Cross
2023-12-22,아케인,438,밀념,289,15079578717834,전사,다크나이트,20642,편안
2023-12-22,베라,439,냉째,289,14247585661920,루미너스,,2816,반달
2023-12-22,크로아,440,콘냐,289,14126671242787,레지스탕스,배틀메이지,6090,리더
2023-12-22,스카니아,441,니망,289,13961278680385,마법사,"아크메이지(불,독)",778,쿠키
2023-12-22,크로아,442,돌캐는장난감,289,13654458486599,도적,섀도어,1188,유대
2023-12-22,베라,443,으찌,289,13630478221104,초월자,제로,1900,반짝
2023-12-22,크로아,444,의은,289,13585201086938,아란,,2218,멀티플레이
2023-12-22,루나,445,독사,289,13399654008659,마법사,"아크메이지(불,독)",210,욘석들
2023-12-22,루나,446,계핑,289,12687589650946,팬텀,,1644,지존
2023-12-22,루나,447,치토게츤데레,289,10915364554327,레지스탕스,제논,1097,패닉
2023-12-22,엘리시움,448,홍디나로,289,10781298950768,도적,듀얼블레이더,1004,
2023-12-22,스카니아,449,밤끝오른,289,10692766836682,도적,섀도어,432,태초
2023-12-22,루나,450,미도우스지,289,10502744909388,메르세데스,,4680,아리에
2023-12-22,크로아,451,갱이,289,10263634403436,레지스탕스,배틀메이지,204,Camellia
2023-12-22,오로라,452,민자,289,9960205310364,기사단,소울마스터,2283,뷰티
2023-12-22,루나,453,신피,289,9273224418173,메르세데스,,733,지존
2023-12-22,제니스,454,어협,289,8792668198234,엔젤릭버스터,,1420,까망
2023-12-22,루나,455,꺄앙주인,289,8769926126098,기사단,윈드브레이커,328,솜사탕
2023-12-22,크로아,456,코콕,289,8477826269287,도적,듀얼블레이더,13322,허니
2023-12-22,베라,457,표도,289,8369421859157,도적,나이트로드,614,Class
2023-12-22,크로아,458,해저,289,8314610410162,호영,,44,사해
2023-12-22,스카니아,459,메세지,289,8030048911950,마법사,"아크메이지(불,독)",470,키즈
2023-12-22,베라,460,피곤,289,7007870408344,팬텀,,2334,반달
2023-12-22,크로아,461,포텐,289,6952533826716,궁수,신궁,5200,Abyss
2023-12-22,유니온,462,빼멩이,289,6597734505262,기사단,윈드브레이커,476,Bless
2023-12-22,루나,463,마지,289,6569925046070,레지스탕스,메카닉,1256,엘리스
2023-12-22,크로아,464,수호,289,6242752125598,아크,,4237,지존
2023-12-22,엘리시움,465,별을쏜난쟁이,289,5957590579469,기사단,윈드브레이커,585,
2023-12-22,엘리시움,466,천막,289,5698618520706,도적,듀얼블레이더,2071,
2023-12-22,루나,467,상다미,289,5676658854149,마법사,비숍,196,SiniSter
2023-12-22,베라,468,서강준,289,5434783601835,도적,나이트로드,54,순애
2023-12-22,크로아,469,주황맛감귤,289,5117586196141,아델,,267,허니
2023-12-22,베라,470,어나이릭,289,4153741906302,호영,,3021,별밤
2023-12-22,스카니아,471,규태,289,2117375248968,도적,나이트로드,2874,우주
2023-12-22,루나,472,진격캐넌,289,2101267025932,해적,캐논마스터,14721,욘석들
2023-12-22,스카니아,473,끙까,289,2089747032548,에반,,1037,잉잉
2023-12-22,크로아,474,헤븐즈도어,289,1827991990217,마법사,비숍,59058,LuMinouS
2023-12-22,스카니아,475,토푭,289,1306556216984,마법사,"아크메이지(불,독)",15513,화원
2023-12-22,크로아,476,악마of파멸,289,1084784556230,마법사,"아크메이지(썬,콜)",293,영혼
2023-12-22,베라,477,늘인,289,718927040698,레지스탕스,데몬어벤져,391,Aura
2023-12-22,루나,478,트나,289,615131408578,호영,,2785,꽃말
2023-12-22,루나,479,라쓰,289,512862353132,도적,듀얼블레이더,387,지존
2023-12-22,베라,480,아침짹,289,408397391944,마법사,비숍,717,Aura
2023-12-22,엘리시움,481,창현,289,319793313046,프렌즈 월드,키네시스,266,
2023-12-22,크로아,482,베팁,288,131669697669669,도적,나이트로드,93,지존
2023-12-22,엘리시움,483,탬인,288,131579554113419,전사,히어로,1165,
2023-12-22,루나,484,클라우딩,288,130289373255592,궁수,패스파인더,181,고수time
2023-12-22,루나,485,살벌,288,129600560983782,도적,듀얼블레이더,4221,고수time
2023-12-22,크로아,486,투고,288,129515813896815,레지스탕스,데몬어벤져,3478,지존
2023-12-22,크로아,487,안개비님,288,129450544064986,아델,,631,Lunaria
2023-12-22,스카니아,488,터프,288,128730411848130,아크,,4810,후닝
2023-12-22,루나,489,캇낟,288,128720112096279,카데나,,573,지존
2023-12-22,엘리시움,490,말랑말랑해,288,128529519762501,마법사,비숍,1116,
2023-12-22,크로아,491,짝사랑,288,128483743392947,팬텀,,91568,붕붕
2023-12-22,루나,492,망초,288,128004795046120,에반,,33705,Cross
2023-12-22,제니스,493,챔히,288,127224183640832,전사,팔라딘,4481,달치즈
2023-12-22,크로아,494,살마키스s,288,127161917314058,에반,,259,은하
2023-12-22,크로아,495,탄환님,288,126837142934980,레지스탕스,메카닉,99999,지존
2023-12-22,스카니아,496,선물,288,126504502146489,레지스탕스,제논,213,사랑
2023-12-22,베라,497,진귀참,288,125578374955364,은월,,728,Aura
2023-12-22,크로아,498,알콩달콩,288,125008257694786,전사,히어로,593,지존
2023-12-22,크로아,499,하듄,288,124616524187561,해적,캡틴,90,지존
2023-12-22,엘리시움,500,조혀원,288,123820756297429,기사단,소울마스터,146,
2023-12-22,루나,501,Aryne,288,123344560516958,마법사,"아크메이지(불,독)",450,욘석들
2023-12-22,엘리시움,502,서상돈,288,123280821817267,도적,듀얼블레이더,4136,
2023-12-22,유니온,503,전통적인궁수,288,123126862165791,궁수,신궁,847,도로시
2023-12-22,루나,504,밀착,288,122829905658442,기사단,소울마스터,446,Design
2023-12-22,스카니아,505,허성태,288,122715688022936,기사단,윈드브레이커,245,댓글
2023-12-22,스카니아,506,동식,288,122629429296122,도적,나이트로드,5185,우주
2023-12-22,엘리시움,507,기헌,288,122538113758392,아델,,170,
2023-12-22,스카니아,508,숙원,288,122167417342236,해적,바이퍼,392,바다
2023-12-22,베라,509,배주현,288,122046069523873,도적,듀얼블레이더,5736,배찌
2023-12-22,루나,510,귀욤,288,121453580923095,아크,,3095,지존
2023-12-22,엘리시움,511,듀블훈,288,121082756564926,도적,듀얼블레이더,5862,
2023-12-22,크로아,512,향순,288,120938065399040,도적,섀도어,358,애인
2023-12-22,크로아,513,처지,288,119990112906567,마법사,"아크메이지(불,독)",3884,지존
2023-12-22,크로아,514,돈워리비해피,288,119828686399780,아델,,500,수피아
2023-12-22,베라,515,감귤있어요,288,119696357873039,마법사,"아크메이지(썬,콜)",194,Felicity
2023-12-22,베라,516,경빛,288,119213110847120,라라,,230,란란
2023-12-22,오로라,517,대리사냥,288,119109417691780,궁수,신궁,430,
2023-12-22,크로아,518,가챠대란,288,118494443065865,궁수,패스파인더,1892,지존
2023-12-22,루나,519,린티드,288,118026860224354,아델,,397,지존
2023-12-22,루나,520,캐슈꼴랑이,288,117972053921985,해적,캐논마스터,1428,지존
2023-12-22,유니온,521,아쉬운궁모1,288,117449098026324,전사,히어로,2447,님본
2023-12-22,엘리시움,522,사국적,288,116910899754301,기사단,윈드브레이커,6964,
2023-12-22,베라,523,다선,288,116346611013829,기사단,소울마스터,1269,케찹
2023-12-22,크로아,524,별칸나,288,116266064800792,전사,팔라딘,6446,Camellia
2023-12-22,크로아,525,쫑혀미,288,115893419117196,기사단,소울마스터,703,DISCO
2023-12-22,루나,526,냥이,288,114270704639865,마법사,"아크메이지(불,독)",5105,szsz
2023-12-22,루나,527,네퓨,288,113545559761520,해적,캡틴,1222,서월
2023-12-22,베라,528,시맹,288,113247355234618,해적,캐논마스터,4184,반달
2023-12-22,엘리시움,529,다뀨,288,112672458687354,궁수,신궁,2192,
2023-12-22,크로아,530,오미자개꿀맛,288,112549936128251,팬텀,,1158,키티
2023-12-22,루나,531,민족,288,112318923743320,궁수,패스파인더,10795,뭇별
2023-12-22,스카니아,532,섀마,288,111419961866309,도적,섀도어,103,해피
2023-12-22,엘리시움,533,반반,288,111380205842478,레지스탕스,제논,4238,
2023-12-22,엘리시움,534,분지,288,111054305935696,마법사,"아크메이지(썬,콜)",512,
2023-12-22,루나,535,별표시,288,110641739486776,레지스탕스,메카닉,740,욘석들
2023-12-22,유니온,536,해조,288,109739803425262,도적,섀도어,369,Lunes
2023-12-22,루나,537,화신,288,109510094996958,호영,,1222,지존
2023-12-22,루나,538,재대결,288,109290022546659,도적,듀얼블레이더,6671,트리플크라운_E
2023-12-22,크로아,539,푸처,288,108976280209227,레지스탕스,데몬어벤져,1049,라이
2023-12-22,스카니아,540,건이95,288,107703357745643,궁수,패스파인더,330,사랑
2023-12-22,스카니아,541,후앵,288,106682202209373,마법사,"아크메이지(불,독)",487,사랑
2023-12-22,스카니아,542,범벅,288,106582680262635,아델,,818,치즈
2023-12-22,엘리시움,543,춘택님,288,105837366627263,해적,바이퍼,269,
2023-12-22,스카니아,544,미헤,288,105825262038102,전사,팔라딘,415,치즈
2023-12-22,크로아,545,룩팸,288,105092461754084,마법사,비숍,662,생글
2023-12-22,스카니아,546,에반1,288,102471359346343,에반,,1419,사랑
2023-12-22,루나,547,박세웅,288,102342614890674,에반,,3370,욘석들
2023-12-22,엘리시움,548,개체,288,102157651944239,레지스탕스,데몬어벤져,1440,
2023-12-22,스카니아,549,석반,288,101984965832613,일리움,,2244,Hunk
2023-12-22,엘리시움,550,헬롱,288,101555525349201,호영,,905,
2023-12-22,스카니아,551,치이,288,101378531282941,메르세데스,,22429,레전드
2023-12-22,유니온,552,회칼,288,100927879798006,도적,듀얼블레이더,18243,Lunes
2023-12-22,베라,553,혈언구,288,100288879239428,레지스탕스,와일드헌터,1418,언구네
2023-12-22,루나,554,아크혜,288,98812869376177,아크,,1714,Cross
2023-12-22,루나,555,붉다,288,98504930693754,초월자,제로,7442,잠재
2023-12-22,크로아,556,쏘재,288,98482636396515,기사단,윈드브레이커,923,프로포즈
2023-12-22,엘리시움,557,kwon바이퍼,288,98064832481361,해적,바이퍼,2821,
2023-12-22,루나,558,와와와와,288,97887720025142,도적,듀얼블레이더,1441,천신
2023-12-22,크로아,559,새침부끄,288,97340324745147,아란,,10235,Alpha
2023-12-22,스카니아,560,zl존,288,97126423025561,레지스탕스,제논,1912,연인
2023-12-22,스카니아,561,와타코코,288,96710069765635,라라,,638,푸르내
2023-12-22,크로아,562,인가,288,96013733799609,은월,,318,돌정령
2023-12-22,크로아,563,에리리,288,95819306255318,아란,,537,Case
2023-12-22,엘리시움,564,비오늠,288,95568527354302,해적,캐논마스터,1493,
2023-12-22,크로아,565,요미,288,95489677306769,마법사,"아크메이지(불,독)",4547,루루
2023-12-22,스카니아,566,맛살,288,95301798290468,해적,캐논마스터,1271,맛탕
2023-12-22,루나,567,카몬데드레스,288,95093281002710,궁수,패스파인더,680,신화
2023-12-22,스카니아,568,푸른눈의백룡,288,94958591422629,마법사,"아크메이지(불,독)",1852,미소
2023-12-22,루나,569,새비지,288,94424726656692,도적,섀도어,2137,리넘
2023-12-22,베라,570,초콜릿트러플,288,94331500839922,마법사,"아크메이지(불,독)",1233,Heize
2023-12-22,베라,571,어쌔,288,94289739084491,도적,나이트로드,468,순애
2023-12-22,엘리시움,572,희귀,288,94066301335020,카이저,,290,
2023-12-22,크로아,573,난치,288,94051629028612,마법사,비숍,383,은하
2023-12-22,크로아,574,109컴퍼니,288,92909129461192,도적,나이트로드,415,지존
2023-12-22,유니온,575,샤프한선물,288,92849082184578,팬텀,,9120,HARMONY_D
2023-12-22,오로라,576,Hukur,288,92835670452682,기사단,윈드브레이커,1554,MARTIAN
2023-12-22,엘리시움,577,루시드st,288,91365020304084,마법사,비숍,309,
2023-12-22,베라,578,그헤도,288,90453727573874,마법사,비숍,396,나쵸
2023-12-22,스카니아,579,식장,288,90342442463829,아크,,322,리더
2023-12-22,크로아,580,깸미,288,89769630943573,도적,듀얼블레이더,3601,치치
2023-12-22,스카니아,581,아테나,288,89491091301430,해적,캐논마스터,1119,드화
2023-12-22,베라,582,두줄,288,89442944566297,아델,,361,쓰담
2023-12-22,스카니아,583,홀덤포커스,288,89329846160983,궁수,패스파인더,2342,리더
2023-12-22,크로아,584,김건희,288,88914714875098,팬텀,,3700,Dream
2023-12-22,스카니아,585,왕춘갓,288,88510677180970,궁수,패스파인더,747,리더
2023-12-22,스카니아,586,밍안,288,86733438363476,라라,,307,나나
2023-12-22,크로아,587,은은rnfma,288,86639198599863,마법사,비숍,88,꽃길
2023-12-22,크로아,588,체술,288,86113996469828,아델,,2697,치치
2023-12-22,스카니아,589,l쌘드l,288,86011217600091,레지스탕스,제논,718,헤로인
2023-12-22,루나,590,곰돌이,288,85985161058631,마법사,비숍,-653,해라
2023-12-22,베라,591,셀유,288,85873885382500,아크,,276,반달
2023-12-22,루나,592,Luvly,288,85726079565745,은월,,13727,지존
2023-12-22,루나,593,사랑파이브,288,85683476153826,전사,히어로,9651,고수회_D
2023-12-22,루나,594,다탱,288,85575766139815,기사단,소울마스터,3505,스타
2023-12-22,스카니아,595,윈드차련,288,85470935066671,기사단,윈드브레이커,2386,잔나
2023-12-22,엘리시움,596,별뱌,288,85450942970180,마법사,비숍,7616,
2023-12-22,스카니아,597,천당,288,84798445925214,전사,팔라딘,99999,댓글
2023-12-22,루나,598,쓸만한멀린,288,84642397612987,기사단,플레임위자드,76,뚠카롱
2023-12-22,루나,599,붓띤,288,84085463439098,전사,히어로,539,수성
2023-12-22,엘리시움,600,렛서,288,83990295260007,마법사,비숍,2206,
2023-12-22,엘리시움,601,솔로몬,288,83786629311532,도적,섀도어,148,
2023-12-22,스카니아,602,식감,288,83665457996915,전사,히어로,3370,사랑
2023-12-22,크로아,603,어머니,288,82538160968655,마법사,"아크메이지(불,독)",3114,지존
2023-12-22,엘리시움,604,미혼,288,82291997093092,마법사,"아크메이지(불,독)",88645,
2023-12-22,엘리시움,605,니벨룽겐P,288,82031546257619,카이저,,38785,
2023-12-22,크로아,606,유영준,288,81988582628691,기사단,윈드브레이커,30878,물감
2023-12-22,크로아,607,스때열,288,81855694694025,도적,나이트로드,111,지존
2023-12-22,스카니아,608,의류,288,81777667845017,호영,,246,사랑
2023-12-22,베라,609,하루히,288,81687833619616,레지스탕스,데몬슬레이어,905,퍄퍄
2023-12-22,스카니아,610,유턴,288,81508839536940,마법사,"아크메이지(불,독)",1260,사랑
2023-12-22,엘리시움,611,농장,288,81504125127060,도적,나이트로드,136,
2023-12-22,스카니아,612,최들,288,80674429814328,궁수,패스파인더,964,화린
2023-12-22,루나,613,솬이,288,80478938885499,마법사,"아크메이지(불,독)",330,SiniSter
2023-12-22,오로라,614,고노,288,79952704047681,전사,히어로,163,Rose
2023-12-22,엘리시움,615,다운운,288,79733474992569,도적,듀얼블레이더,1019,
2023-12-22,루나,616,싹싹,288,79436736055964,전사,팔라딘,3196,지존
2023-12-22,베라,617,탱이갓제논,288,79393508581221,레지스탕스,제논,3050,보보
2023-12-22,베라,618,애잔한배추,288,78204671887179,전사,히어로,591,별비
2023-12-22,엘리시움,619,드리블,288,78113059169330,레지스탕스,제논,2922,
2023-12-22,엘리시움,620,피스메이커,288,77787379233762,마법사,비숍,1097,
2023-12-22,베라,621,이상,288,76838734896751,도적,듀얼블레이더,2109,반달
2023-12-22,스카니아,622,하멜른쥐잡이,288,76775399577534,레지스탕스,배틀메이지,366,구찌
2023-12-22,베라,623,앨븐,288,75821348986752,아델,,604,오키
2023-12-22,크로아,624,광죠,288,75551183988127,도적,듀얼블레이더,704,생글
2023-12-22,유니온,625,풍문,288,75511196767503,궁수,보우마스터,6878,Lunes
2023-12-22,크로아,626,아서,288,75376899560327,카이저,,343,프로포즈
2023-12-22,스카니아,627,매력만빵,288,75371083744826,엔젤릭버스터,,777,훈장교
2023-12-22,스카니아,628,박민우,288,75257195152601,기사단,스트라이커,5297,사랑
2023-12-22,루나,629,슝호랑,288,75076906585168,아델,,896,시계
2023-12-22,루나,630,프로키온,288,74639546274783,전사,팔라딘,615,Star
2023-12-22,크로아,631,자쿰교주,288,74495928598142,궁수,패스파인더,66,진로
2023-12-22,유니온,632,wjfnena,288,73950463571827,레지스탕스,제논,1600,ComForTable_D
2023-12-22,엘리시움,633,온논노,288,73451718677196,카이저,,316,
2023-12-22,스카니아,634,켠핑,288,71625132606629,팬텀,,464,치즈
2023-12-22,크로아,635,두부는두부다,288,71446810106913,에반,,1986,라이
2023-12-22,루나,636,흐륜,288,71314891526404,레지스탕스,배틀메이지,2589,욘석들
2023-12-22,스카니아,637,퐁뿡,288,70133096273239,마법사,"아크메이지(불,독)",2803,푸르내
2023-12-22,오로라,638,Sara,288,69818628590948,도적,듀얼블레이더,221,말랑
2023-12-22,엘리시움,639,워컬,288,69494002621283,기사단,나이트워커,565,
2023-12-22,스카니아,640,누계,288,69406805564457,아델,,2143,푸르내
2023-12-22,루나,641,꼬꼬,288,69123740102285,도적,듀얼블레이더,1890,로밍
2023-12-22,이노시스,642,비싼토끼,288,69081921836784,해적,캐논마스터,917,샤를로트
2023-12-22,크로아,643,드립,288,68553621136703,마법사,"아크메이지(불,독)",1852,동화
2023-12-22,크로아,644,YouTube피엘,288,68289227977606,마법사,"아크메이지(불,독)",598,지존
2023-12-22,크로아,645,토르,288,68174698294216,전사,팔라딘,3921,지존
2023-12-22,오로라,646,로이아z,288,68093773970121,아크,,270,천상
2023-12-22,루나,647,댈람이,288,67997052020730,일리움,,396,Droplet
2023-12-22,엘리시움,648,주흔,288,67875759895798,마법사,비숍,1736,
2023-12-22,루나,649,kasin3,288,66589238089481,마법사,비숍,503,자장가
2023-12-22,크로아,650,협이,288,66525796615891,도적,나이트로드,10796,Well
2023-12-22,엘리시움,651,냐해,288,66481372576496,마법사,"아크메이지(불,독)",87,
2023-12-22,엘리시움,652,캐슈님,288,66415176683323,해적,캐논마스터,3963,
2023-12-22,베라,653,흐꼬,288,66225615753935,궁수,패스파인더,2680,Aura
2023-12-22,크로아,654,bj조갱,288,65938786285966,레지스탕스,제논,381,Kisses
2023-12-22,엘리시움,655,쪼리,288,65419049097991,초월자,제로,2439,
2023-12-22,스카니아,656,인연님이에요,288,65050424479972,메르세데스,,624,아이엠캔들
2023-12-22,엘리시움,657,Rock,288,63433549601208,엔젤릭버스터,,546,
2023-12-22,스카니아,658,조선우,288,63152763268883,레지스탕스,데몬어벤져,484,사랑
2023-12-22,스카니아,659,친츄,288,62146061738183,마법사,비숍,11637,무무
2023-12-22,스카니아,660,애플,288,62103090932663,도적,나이트로드,2198,사랑
2023-12-22,크로아,661,Senior,288,62080259083968,초월자,제로,5075,은하
2023-12-22,루나,662,빛루미,288,61950382100340,루미너스,,1596,Eine
2023-12-22,베라,663,거독이,288,61564117100747,마법사,비숍,3318,대부
2023-12-22,루나,664,차유비,288,61459336442252,에반,,3313,Cross
2023-12-22,스카니아,665,Legend,288,61188700375633,아델,,4772,사랑
2023-12-22,엘리시움,666,단소,288,61185474196604,도적,듀얼블레이더,2538,
2023-12-22,크로아,667,본업,288,60734248602867,전사,히어로,-1085,고기
2023-12-22,크로아,668,왕이,288,60677370091574,도적,듀얼블레이더,3337,구름
2023-12-22,제니스,669,미르스틴이름,288,59865675593773,카데나,,549,Alice
2023-12-22,스카니아,670,그리스도,288,59283412390071,마법사,비숍,1477,크아아앙
2023-12-22,엘리시움,671,져봐,288,59167824801355,초월자,제로,4386,
2023-12-22,루나,672,표또,288,59101491783038,도적,나이트로드,136,대견
2023-12-22,베라,673,수트,288,58974674894693,레지스탕스,제논,296,반달
2023-12-22,스카니아,674,YUKARI티나,288,58721442162157,은월,,6778,리더
2023-12-22,루나,675,신강율,288,58412233501623,해적,바이퍼,878,욘석들
2023-12-22,스카니아,676,데프트,288,58319946200084,도적,나이트로드,84,리더
2023-12-22,크로아,677,쇼바,288,58303203512435,마법사,비숍,1030,말랑
